ID,Road,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
I341,A8,43.5139028,-5.6718136,1,0,0,1,0,3,0,2,0,1,3,0,0,1,2,1,1,2,3,0,1,0,0,0,0,2,0,3,3,2,0,1,2,2,0,2,1,1,3,2,3,2,3,2,2,1,1,0,2,1,1,3,0,2,2,0,2,2,3,1,2,1,1,0,3,3,3,2,3,3,0,2,2,3,2,2,2,0,2,0,0,2,1,3,3,3,2,2,1,0,2,0,1,0,0,1,1,3,3,3
I342,A8,43.4770425,-5.5255582,2,0,0,2,3,1,3,3,0,0,2,0,1,3,0,0,0,2,0,2,3,0,2,3,2,0,2,3,2,1,3,1,3,2,1,3,2,3,1,2,1,2,1,3,0,3,2,2,0,3,0,1,3,0,0,0,3,1,0,2,0,1,3,0,2,1,3,2,1,2,2,3,2,1,1,1,1,2,1,3,3,0,0,3,2,0,0,0,0,3,1,0,2,3,2,3,3,2,3,3
I343,A8,43.4964717,-5.370054,1,2,2,2,2,0,1,1,3,3,2,1,3,0,1,1,3,0,3,3,3,2,2,3,1,0,2,1,3,3,3,1,1,1,0,1,3,3,2,2,3,1,0,1,0,2,2,0,0,0,2,3,2,1,2,3,0,0,3,3,1,1,1,1,3,0,0,1,0,1,2,2,2,0,1,1,2,2,1,0,1,0,2,0,0,0,3,2,2,0,0,2,2,3,1,1,3,0,3,2
I344,A8,43.4366696,-4.9841592,3,0,3,2,3,3,1,1,3,2,2,0,2,2,2,3,2,3,0,1,3,2,3,0,3,0,2,3,1,1,0,2,2,2,2,1,0,1,2,3,0,0,0,2,1,0,0,2,3,0,1,1,2,2,0,0,3,1,3,0,1,0,0,2,3,1,1,3,2,3,1,0,3,1,3,0,2,2,1,3,1,1,1,3,1,0,1,0,3,2,2,2,0,2,2,1,2,2,2,2
I345,A8,43.4247021,-4.8104379,3,1,1,1,2,1,1,0,3,2,3,1,2,3,1,1,1,1,3,3,0,2,0,0,0,3,2,0,0,3,0,1,3,0,0,3,2,1,0,0,1,3,3,0,3,1,0,2,0,0,2,1,0,1,1,0,1,0,2,0,1,2,2,1,2,3,1,0,3,3,1,0,3,3,1,1,0,1,2,2,0,3,1,3,1,2,3,1,1,1,0,0,1,2,1,2,1,1,0,3
I346,A8,43.3912803,-4.6258368,0,2,1,3,1,2,3,2,1,1,1,2,3,0,3,1,0,3,2,2,2,1,3,3,0,3,2,0,3,3,0,1,2,0,0,1,1,2,3,0,1,1,0,0,1,1,3,2,0,1,1,1,1,3,3,2,2,2,3,1,3,1,0,3,3,0,1,1,2,2,2,1,0,1,0,0,1,2,1,3,0,0,1,2,3,3,0,0,1,2,2,3,3,2,3,1,0,0,3,1
I347,A8,43.3613346,-4.3951239,1,0,1,0,0,2,1,2,3,3,2,0,2,0,0,3,0,0,0,0,2,3,2,1,2,1,1,1,0,0,0,3,2,3,1,0,3,3,1,0,3,2,1,1,1,3,0,3,0,1,2,2,2,1,1,0,1,3,1,0,0,2,2,1,3,3,2,1,2,2,1,3,1,0,3,2,3,0,0,2,2,1,2,2,3,0,0,2,3,3,1,1,2,0,2,2,1,3,0,2
I348,A8,43.3268811,-4.1645336,2,0,1,2,3,1,3,2,1,1,3,0,0,3,0,1,1,3,2,1,1,0,2,0,0,1,0,0,1,3,2,3,0,0,0,3,3,0,3,3,2,0,3,2,1,0,1,2,2,2,0,0,2,0,0,1,1,0,2,2,1,2,3,0,2,2,0,3,3,0,0,2,3,0,0,3,0,3,2,3,2,1,0,1,2,0,2,2,1,2,3,3,2,3,3,2,1,3,3,0
I349,A8,43.3543452,-4.0848827,2,2,3,2,2,2,0,0,1,0,0,1,0,3,3,2,3,0,1,0,3,3,2,2,3,3,3,1,0,3,2,0,0,3,0,2,1,0,1,2,3,3,2,3,0,0,2,0,3,1,1,1,0,2,3,1,1,0,1,2,3,2,1,3,2,3,0,1,1,0,2,1,1,3,1,3,2,1,3,3,1,3,0,2,2,1,1,1,3,0,2,1,2,1,1,2,3,3,3,1
I350,A8,43.3531609,-3.7754759,1,3,1,0,1,2,2,3,2,0,3,2,3,2,2,2,0,2,0,0,1,2,0,1,1,0,3,0,0,2,0,1,3,3,0,3,1,3,0,0,2,1,1,1,2,0,3,2,0,0,3,2,3,3,2,0,3,0,0,0,0,1,0,1,0,3,3,0,0,3,1,0,3,2,1,1,1,2,2,2,1,3,3,2,0,3,1,3,3,2,2,1,0,3,0,0,2,2,1,3
I351,A8,43.4110499,-3.5859619,1,1,0,3,0,1,1,2,1,0,1,2,2,2,3,2,0,3,0,0,0,2,1,1,3,3,0,1,3,0,2,0,1,0,2,3,0,3,0,0,2,2,0,1,2,3,0,1,3,0,1,1,2,2,1,3,1,3,2,1,2,3,1,0,1,0,1,1,0,1,1,2,1,1,2,2,2,0,0,2,3,2,3,3,2,3,3,0,0,2,0,1,2,0,2,3,3,3,1,3
I352,A8,43.4020711,-3.405374,3,2,3,0,3,2,2,0,3,1,2,2,3,3,2,2,3,0,3,2,2,0,0,3,3,3,2,0,3,2,0,3,3,1,0,2,2,0,0,0,3,1,3,2,3,3,1,2,1,2,0,2,0,0,0,2,3,2,0,2,1,0,3,2,3,1,2,0,2,2,2,3,2,2,2,1,1,1,1,1,3,3,2,1,3,1,2,1,1,2,2,3,1,1,0,3,0,3,3,0
I353,A8,43.3955853,-3.2405791,1,0,2,3,2,1,1,2,2,1,2,0,3,2,1,3,0,0,0,0,1,2,0,3,2,3,0,3,3,2,2,3,2,3,2,0,0,0,0,2,0,2,1,1,2,3,3,0,3,3,0,1,0,2,0,1,1,3,3,2,0,3,2,1,2,2,1,0,2,3,3,0,2,0,3,1,2,3,1,3,0,0,3,3,3,1,1,3,2,2,2,1,2,0,0,3,0,3,2,1
I354,A8,43.3501651,-3.2131133,3,0,3,2,1,1,2,1,2,0,0,0,3,1,2,0,0,1,2,1,0,3,1,0,3,1,1,1,1,2,1,1,0,3,2,3,1,1,0,0,1,1,1,1,0,2,0,1,3,0,2,3,0,2,0,3,1,3,3,0,2,3,1,1,2,1,2,1,1,1,0,2,1,3,0,3,1,0,1,3,0,2,3,2,2,0,1,1,0,1,2,2,2,1,2,3,3,3,3,3
I355,A8,43.3124556,-3.0359632,1,1,2,3,2,3,3,3,1,1,3,3,2,0,3,0,1,3,2,2,1,0,0,0,3,2,2,2,2,2,2,2,1,2,3,0,3,0,2,0,1,3,1,0,0,3,2,1,2,1,1,0,0,2,3,2,0,0,1,3,2,2,1,3,3,1,3,2,1,0,3,1,1,0,0,3,0,3,1,0,0,2,1,3,3,3,2,2,0,0,0,2,1,3,2,0,3,2,3,1
I356,A8,43.2102104,-2.7106927,2,3,2,1,2,2,1,1,2,0,2,0,3,2,3,0,0,3,3,1,0,3,2,2,2,1,3,3,3,3,3,2,2,3,3,1,1,3,0,3,1,1,0,3,3,3,3,1,0,3,2,0,0,3,3,3,3,2,0,3,3,3,3,0,1,2,0,3,2,3,0,0,1,2,1,3,2,0,2,3,3,3,3,3,2,2,3,1,3,2,2,2,3,2,1,3,2,0,3,2
I357,A8,43.2813974,-2.1856615,1,1,1,0,1,3,0,1,3,1,0,3,3,1,2,1,3,2,3,0,1,2,0,2,2,2,2,0,2,3,1,3,0,0,3,1,3,2,3,2,3,0,0,0,3,1,2,0,2,2,3,3,0,3,1,3,2,1,0,2,1,1,1,1,0,0,1,2,2,1,3,2,3,3,3,2,1,2,1,2,1,1,2,3,3,3,0,2,1,1,2,0,3,1,0,2,1,1,3,0
