ID,Road,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
I296,A7,39.3704802,-0.4554076,0,1,2,0,0,3,0,1,3,0,2,0,3,0,3,3,2,2,0,0,3,2,3,0,1,3,2,1,2,0,1,0,0,1,0,3,1,2,3,2,3,0,0,3,1,1,1,0,0,3,0,2,1,1,2,3,3,2,3,3,2,2,1,2,0,1,3,0,2,1,1,1,0,3,0,1,0,3,0,0,1,2,1,0,2,3,3,0,1,1,2,3,3,2,0,3,3,3,1,0
I297,A7,39.5083566,-0.5082793,0,1,1,2,0,3,2,1,1,2,3,3,0,1,3,3,1,1,1,3,0,2,2,3,3,2,1,2,1,1,2,2,3,2,1,2,0,1,2,3,0,1,0,2,3,1,2,3,3,0,3,3,1,3,1,1,2,2,3,3,2,1,0,0,1,3,2,3,3,3,3,1,2,0,1,0,2,2,1,3,3,1,1,2,3,0,0,3,0,3,2,0,3,3,0,0,2,3,3,1
I298,A7,39.546753,-0.4444218,2,0,1,2,0,2,3,1,2,2,2,1,0,2,2,2,2,2,3,3,0,3,3,2,0,2,1,2,3,2,3,3,1,3,3,3,0,3,3,2,1,2,1,1,0,0,0,3,3,2,3,3,0,2,3,2,0,1,2,2,3,1,0,2,1,0,0,2,0,3,1,2,3,1,1,1,3,0,1,0,2,2,3,1,0,0,2,2,2,0,2,0,2,1,1,1,1,1,2,1
I299,A7,39.584866,-0.410089,3,0,1,3,3,0,2,2,1,3,2,2,0,1,1,3,3,2,2,3,3,3,1,1,0,2,0,0,1,3,1,1,0,0,2,2,1,3,3,0,1,3,0,0,2,1,0,2,3,0,2,3,3,1,2,3,0,3,0,3,2,0,1,0,1,2,0,3,2,2,3,2,0,3,0,3,0,2,1,2,0,1,1,0,1,2,2,0,1,3,0,1,2,1,3,2,1,3,2,1
I300,A7,39.6226924,-0.3270049,3,3,0,3,2,1,1,2,3,3,0,0,3,2,1,2,3,3,2,1,3,0,1,0,2,3,3,1,2,1,1,3,2,1,2,0,2,1,3,2,0,3,2,0,3,2,1,1,2,2,1,2,3,3,2,3,3,2,3,2,1,1,3,1,1,2,2,3,1,0,2,2,3,1,3,2,3,0,0,0,0,2,3,1,2,1,1,3,1,2,3,2,2,2,1,3,3,2,1,0
I301,A7,39.7777492,-0.2277846,1,1,0,1,3,2,1,1,2,1,2,0,1,1,3,3,1,2,1,0,0,3,3,0,2,1,1,2,3,2,2,1,0,3,2,3,3,1,1,1,2,1,2,1,3,2,3,2,3,2,3,2,2,2,3,3,2,3,3,2,3,0,1,2,1,3,3,1,3,3,1,2,3,2,0,0,3,1,2,1,1,3,2,0,0,1,0,1,1,1,1,2,3,3,0,2,0,2,0,0
I302,A7,39.8080858,-0.1598067,0,1,1,1,0,2,3,0,3,0,3,1,3,1,0,2,1,2,1,3,3,1,0,3,1,1,0,0,2,3,3,1,3,0,2,3,0,2,1,3,2,2,3,2,1,3,0,0,2,2,0,0,1,0,1,0,0,1,1,3,0,0,2,3,0,3,0,3,3,3,0,0,3,3,1,2,2,3,3,0,0,1,0,0,2,3,2,0,2,0,1,1,2,2,1,3,0,3,3,2
I303,A7,39.9953478,-0.0780959,0,2,3,3,1,1,0,0,2,2,2,3,0,0,1,2,0,3,1,3,1,2,2,3,3,3,3,3,1,0,2,0,1,0,1,3,3,3,3,1,3,3,0,0,2,2,0,0,2,2,3,3,2,1,2,2,0,3,1,0,0,0,1,1,2,1,2,0,0,0,1,0,0,0,1,2,0,2,1,1,3,2,3,0,0,0,2,2,3,1,1,1,3,0,2,2,3,2,0,1
I304,A7,40.0615963,0.0626664,1,3,2,0,3,0,3,3,1,1,3,0,1,2,2,3,3,0,0,0,2,0,3,3,1,2,0,0,1,2,1,3,3,3,0,1,0,0,0,1,2,3,2,1,2,2,3,3,2,0,0,2,0,0,1,2,1,3,3,0,1,3,1,0,1,1,1,0,1,3,1,3,2,2,1,1,2,1,2,2,2,0,3,0,1,0,1,2,2,0,2,1,2,0,1,0,2,1,0,3
I305,A7,40.1331293,0.1395199,3,2,1,2,2,2,3,3,2,3,1,2,1,3,0,1,3,3,1,0,0,2,1,3,0,1,2,3,0,3,1,1,3,2,3,3,3,2,3,2,2,2,2,3,2,3,3,1,1,2,0,2,2,0,0,2,1,1,3,3,1,2,2,1,2,2,3,2,2,0,0,2,2,1,2,2,1,0,1,3,0,1,2,1,1,0,0,3,1,0,2,3,2,1,2,1,1,0,0,3
I306,A7,40.2795781,0.2308717,3,0,0,0,0,2,3,0,2,0,0,2,3,2,0,3,3,0,3,3,3,0,1,2,2,2,1,0,3,3,2,0,2,3,1,2,2,0,1,1,3,1,1,2,3,0,0,3,0,3,0,1,3,3,2,2,2,1,0,3,1,0,1,2,1,0,2,2,2,0,1,3,2,0,3,0,1,3,3,0,2,1,1,0,0,2,2,1,1,3,3,0,2,1,0,3,3,0,2,2
I307,A7,40.3117866,0.24286,1,1,3,3,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,2,3,3,3,0,0,2,2,1,2,1,1,0,0,2,1,0,2,1,1,3,0,3,1,0,1,1,2,3,1,0,1,2,1,0,3,0,0,3,2,1,3,1,0,1,1,3,0,1,1,0,3,2,3,0,1,0,1,3,1,1,0,3,0,3,1,0,3,1,3,1,0,3,3,2,3,3,0,1,2,1
I308,A7,40.4452046,0.3956424,2,0,1,1,3,3,2,3,2,1,2,0,3,3,3,3,2,2,0,1,0,3,0,0,2,1,2,2,1,0,0,0,3,1,2,1,3,3,1,0,3,2,3,2,2,2,1,2,3,3,1,2,0,2,3,0,2,1,3,2,3,1,3,1,3,2,1,1,1,3,1,2,3,0,3,2,1,0,1,3,0,0,3,0,2,0,2,3,2,2,1,0,1,0,0,0,1,3,3,1
I309,A7,40.5845789,0.4601857,3,3,3,0,0,2,2,3,2,1,3,3,0,0,2,1,0,0,0,3,0,2,0,3,2,1,0,3,1,3,3,3,2,1,3,0,1,3,3,2,2,3,3,0,0,0,2,1,3,3,2,1,1,1,2,0,1,1,3,1,1,3,0,0,1,2,2,0,0,1,0,1,3,2,2,3,3,1,0,0,0,0,1,2,1,2,2,0,1,1,2,0,3,1,3,3,3,0,2,3
I310,A7,40.7956101,0.6661807,2,1,0,2,0,3,2,1,1,1,0,2,1,1,2,2,3,0,0,2,1,3,1,1,0,1,0,2,3,2,2,3,3,3,3,0,3,0,1,0,0,3,2,0,0,1,3,2,0,2,2,3,3,3,2,1,0,0,0,2,0,3,3,0,3,1,3,0,2,1,0,1,3,3,2,1,2,0,3,0,3,1,3,1,2,0,0,0,3,0,1,0,2,2,3,2,3,0,0,2
I311,A7,40.8483224,0.751249,2,0,2,3,0,0,2,1,0,0,3,3,0,3,3,0,3,1,2,2,3,2,1,3,1,3,1,2,0,1,3,0,1,1,2,3,3,2,1,3,3,3,1,0,1,1,2,1,2,0,1,1,0,0,2,0,0,1,1,2,2,0,3,3,0,3,1,3,2,3,2,1,2,3,0,2,0,1,3,0,2,2,2,0,0,0,0,1,0,2,3,2,0,1,1,0,0,3,3,0
I312,A7,40.9562735,0.8642028,3,0,0,2,0,2,1,0,1,2,3,0,0,2,2,2,2,0,1,2,0,0,3,3,1,3,0,3,1,3,2,2,2,3,3,0,3,1,2,0,1,2,0,0,0,0,1,2,3,1,1,0,3,0,1,3,1,1,3,3,3,0,3,2,0,3,3,0,3,0,3,1,3,2,3,0,3,1,0,3,0,2,3,1,2,2,0,2,2,3,0,3,3,2,2,0,0,1,1,3
I313,A7,40.9871186,0.8978479,1,3,3,1,2,3,0,3,0,0,2,2,3,1,2,0,2,0,0,2,0,0,1,0,2,2,0,2,3,0,2,0,3,1,0,3,0,3,2,0,1,3,1,1,0,3,0,3,3,2,2,1,2,3,0,3,0,0,3,3,1,1,0,3,1,2,3,2,3,2,0,0,0,0,3,0,2,1,1,1,0,1,0,1,1,2,3,0,2,3,0,1,3,1,0,1,2,2,3,0
I314,A7,41.1676613,1.4197694,2,0,1,0,0,1,0,1,0,3,0,2,0,1,3,3,1,0,1,1,1,1,3,3,2,0,0,1,0,1,2,2,3,3,1,1,1,2,2,3,3,3,0,1,3,1,2,1,2,2,2,2,3,1,1,3,1,2,1,0,0,1,1,3,0,3,3,1,1,1,3,3,0,2,0,2,2,2,1,2,1,3,3,3,3,3,1,3,0,1,2,2,2,3,2,2,0,0,0,0
I315,A7,41.2425685,1.5289461,2,3,2,1,3,0,3,3,0,2,1,3,1,3,2,2,0,1,2,3,3,0,1,0,1,3,2,0,2,3,2,1,1,1,2,3,0,2,0,0,3,1,2,0,2,2,2,1,0,2,3,3,0,3,1,3,0,1,3,1,2,1,0,2,1,3,0,1,0,1,3,3,1,1,2,0,2,0,0,3,2,0,2,3,2,2,3,0,0,3,2,0,0,3,2,3,3,1,0,2
I316,A7,41.3106854,1.6257631,2,2,1,0,1,3,3,0,3,2,1,0,0,2,1,0,2,1,0,2,1,2,3,2,0,2,2,2,0,1,0,2,3,1,2,0,0,0,0,2,0,0,3,0,3,1,1,2,3,3,1,1,2,3,1,0,3,3,1,3,1,1,3,0,2,1,1,2,3,2,3,2,0,2,2,1,1,0,1,1,3,1,1,2,2,0,0,3,2,1,1,3,3,0,0,3,2,3,3,2
I317,A7,41.3722905,1.7307386,2,3,0,0,1,2,3,3,0,2,2,3,2,1,2,3,2,1,3,3,1,0,1,3,0,1,1,0,3,1,1,2,1,1,2,2,0,0,3,2,0,2,1,2,0,3,0,3,3,0,1,0,3,1,0,3,0,3,0,3,1,3,1,3,3,2,1,3,0,3,2,2,3,2,0,2,2,1,2,3,0,1,3,3,0,2,3,2,1,2,3,0,2,0,3,2,1,0,0,1
I318,A7,41.4232638,1.8234467,0,3,0,1,3,2,3,3,1,1,1,2,0,0,0,1,3,0,2,1,1,1,1,0,2,0,0,0,0,0,1,3,0,3,0,0,0,1,0,3,2,0,1,1,2,0,2,3,1,3,0,0,1,2,0,1,2,3,1,2,3,0,0,2,2,0,2,0,3,1,1,1,1,0,1,2,0,3,0,1,3,1,3,1,3,1,2,2,1,2,0,1,2,0,0,2,3,1,1,1
I319,A7,41.4626399,1.9061875,2,3,1,3,0,1,3,1,1,1,2,3,1,0,1,0,3,1,2,0,2,1,1,1,1,3,0,1,1,0,0,1,3,3,0,2,3,0,1,0,0,1,0,0,2,1,0,0,3,2,1,0,1,2,0,3,2,1,1,2,0,0,0,1,0,0,0,1,3,2,3,0,2,2,2,2,3,1,3,0,0,3,0,1,3,3,1,0,3,2,0,0,0,3,3,2,0,2,0,2
I320,A7,41.54131,2.1827571,1,2,2,1,2,0,1,0,3,3,3,0,3,2,0,1,1,0,2,2,0,1,0,0,1,1,3,1,1,2,0,0,3,2,1,0,1,2,3,1,0,2,3,3,0,2,1,2,3,1,0,0,3,0,2,2,1,3,3,3,2,0,1,1,3,0,3,0,3,2,2,0,0,3,2,2,0,2,3,3,3,2,3,1,3,2,1,2,0,2,0,2,0,0,1,1,3,0,3,2
I321,A7,41.5585246,2.251765,1,3,0,2,2,1,3,3,3,3,1,3,2,3,2,3,3,0,0,0,2,2,0,2,0,3,3,2,1,2,3,0,3,3,2,0,2,2,3,1,0,0,0,2,2,2,0,0,3,2,0,3,1,0,3,2,2,2,0,2,0,3,0,0,3,1,1,2,2,3,0,3,1,0,1,0,0,0,3,3,1,3,1,0,3,1,1,1,1,3,3,0,3,1,2,0,1,0,2,0
I322,A7,41.6324698,2.3952739,2,0,2,1,1,3,3,3,0,1,1,1,2,0,2,2,1,0,3,0,2,2,3,3,0,2,0,2,2,0,1,0,2,1,0,3,3,3,3,3,2,1,1,0,1,1,2,0,1,2,2,0,0,3,1,2,0,3,0,3,3,2,2,1,1,1,0,0,0,1,0,0,2,2,0,0,3,3,1,1,3,3,2,3,2,0,0,0,3,1,3,2,2,3,2,1,1,1,0,2
I323,A7,41.7445094,2.6927839,0,1,3,3,2,1,2,2,0,2,2,0,0,3,0,3,3,1,1,1,2,3,1,0,0,3,0,2,3,1,3,0,0,2,0,3,1,1,3,1,0,2,1,1,3,3,2,2,1,2,1,0,3,1,1,1,0,1,2,2,0,2,1,2,2,0,0,1,3,1,2,1,0,3,3,0,2,3,0,1,0,0,3,2,2,2,1,1,2,0,0,0,3,0,3,0,1,0,0,1
I324,A7,41.8823036,2.7705465,3,0,3,1,1,0,2,0,1,0,0,2,3,1,3,3,3,1,0,3,0,2,3,1,1,3,1,3,0,3,2,2,1,3,1,2,1,2,1,3,3,3,0,3,3,1,3,3,3,3,3,1,1,1,3,2,1,0,2,1,0,3,1,1,3,1,2,0,0,3,1,3,1,3,0,2,0,3,1,1,0,3,2,1,1,2,0,0,1,0,2,1,1,2,3,3,3,1,3,3
I325,A7,41.9806376,2.7801595,2,0,1,2,2,1,0,1,1,2,0,1,1,3,2,3,0,0,0,3,2,3,1,2,2,2,2,0,1,1,2,1,1,2,0,3,2,3,3,1,1,0,2,2,0,0,2,1,2,3,0,2,2,0,1,3,3,3,2,0,1,1,0,1,0,2,2,1,1,0,2,0,0,2,3,2,1,3,1,1,2,0,3,3,1,3,1,2,0,2,0,0,1,3,0,2,1,0,2,2
I326,A7,42.0563917,2.8816114,1,1,3,0,1,2,3,2,3,0,0,1,0,0,2,2,0,2,1,1,1,1,3,3,0,2,3,1,0,1,1,0,2,2,0,3,0,1,0,2,3,3,0,3,3,1,3,3,0,2,1,2,0,0,0,0,0,3,1,3,1,1,3,3,0,1,2,3,2,1,1,1,3,3,3,1,0,0,3,1,2,2,0,1,0,2,1,0,3,1,1,1,3,2,2,2,2,0,0,3
I327,A7,42.2776344,2.9406408,3,0,0,2,3,3,1,2,3,3,2,3,3,3,3,3,2,3,3,1,3,3,1,1,0,0,0,3,0,0,1,1,3,3,1,3,2,1,0,1,2,3,0,0,3,2,2,1,1,1,3,0,2,3,0,2,2,3,0,3,0,3,3,1,1,2,3,2,0,2,2,0,0,1,1,3,1,3,0,3,2,0,2,3,3,2,0,3,2,3,0,2,2,3,0,0,0,2,3,3
I328,A7,42.3624207,2.8953222,2,1,1,3,3,0,3,2,0,3,2,0,0,0,3,3,3,1,3,1,3,1,0,1,2,0,1,3,3,1,2,0,0,0,1,0,3,3,3,3,2,2,1,3,0,3,0,3,1,3,3,2,0,2,0,1,2,3,2,2,1,0,0,0,2,0,1,1,1,2,0,1,0,3,3,0,0,0,0,1,0,1,1,3,0,1,2,2,2,0,2,1,2,0,2,2,3,3,3,1
I329,A7,42.4306236,2.8637365,0,0,1,3,2,2,3,3,0,0,3,3,1,0,3,1,1,1,1,0,1,3,1,1,2,1,3,2,0,1,1,3,0,3,2,2,0,1,1,0,1,0,2,3,0,0,0,3,2,3,2,0,0,0,2,1,3,0,1,2,3,2,0,3,3,2,0,2,0,2,3,3,1,3,3,2,1,3,3,2,1,3,0,3,2,2,0,2,0,3,0,2,2,0,3,2,2,1,0,2
